"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	« Nous avons à présent des souris de 4 mois qui ne sont pas diabétiques alors qu'elles l'étaient auparavant », a-t-il ajouté.	« Nous avons maintenant des souris de 4 mois qui ne sont pas diabétiques et qui étaient auparavant diabétiques », a-t-il ajouté.	"We now have four-month-old mice that are not diabetic when they were before," he added.
Even traditionally, though, not all Sámi have been involved in big scale reindeer husbandry, but lived from fishing, hunting and similar, having reindeer mostly as draft animals.	Même si, selon la tradition, tous les Samis n'ont pas été impliqués dans l'élevage de rennes à grande échelle, ils vivaient de la pêche, de la chasse et d'autres activités similaires, tout en utilisant les rennes principalement comme des animaux de trait.	Même traditionnellement, cependant, tous les Samis n'ont pas été impliqués dans l'élevage de rennes à grande échelle, mais vivaient de la pêche, de la chasse et d'autres activités similaires, ayant le plus souvent comme animaux de trait.	Although, according to tradition, not all Sami were involved in large-scale reindeer breeding, they were engaged in fishing, hunting and other similar activities, while using reindeer primarily as trait animals.
Today many Sámi work in modern trades. Tourism is an important income in Sápmi, the Sámi area.	De nos jours, de nombreux Sâmes pratiquent des métiers modernes. Le tourisme constitue une importante source de revenus en Laponie, la région sâme.	Aujourd'hui, beaucoup de Samis travaillent dans les métiers modernes. Le tourisme est un revenu important à Sápmi, dans la région de Sámi.	Today, many Sami are engaged in modern trades. Tourism is an important source of income in Lapland, the Sami region.
Though it is widely used, especially among non-Romani, the word "Gypsy" is often considered offensive because of its associations with negative stereotypes and inaccurate perceptions of Romani people.	Bien que très largement utilisé, en particulier chez les non-roms, le terme « Gitan » est souvent considéré comme péjoratif du fait de son association avec des stéréotypes négatifs et une image faussée du peuple rom.	Bien qu'il soit largement utilisé, en particulier chez les non-Romains, le mot « tzigane » est souvent considéré comme offensant en raison de ses associations avec des stéréotypes négatifs et des perceptions inexactes des Roms.	Although widely used, especially among non-Roms, the term "Gitan" is often considered pejorative because of its association with negative stereotypes and a distorted image of the Roma people.
If the country you will be visiting becomes subject to a travel advisory, your travel health insurance or your trip cancellation insurance may be affected.	Si le pays dans lequel vous vous rendez fait l'objet d'un avertissement aux voyageurs émis par votre gouvernement, votre assurance santé à l'étranger ou votre assurance annulation voyage peuvent en être affectées.	Si le pays que vous visiterez est assujetti à un avis de voyage, votre assurance maladie de voyage ou votre assurance annulation de voyage peut être affectée.	If the country in which you visit is the subject of a warning to travellers issued by your government, your health insurance abroad or your travel cancellation insurance may be affected.
You may also wish to consult the advice of governments other than your own, but their advice is designed for their citizens.	Vous pouvez également avoir recours aux conseils d'autres gouvernements que le vôtre, mais leurs conseils sont adaptés à leurs citoyens.	Vous pouvez également consulter les conseils des gouvernements autres que les vôtres, mais ils sont conçus pour leurs citoyens.	You can also use the advice of other governments than yours, but their advice is tailored to their citizens.
As one example, American citizens in the Middle East might face different situations from Europeans or Arabs.	Comme exemple, les citoyens américains au Moyen-Orient pourraient être confrontés à des situations différentes de celles des Européens ou des Arabes.	À titre d'exemple, les citoyens américains du Moyen-Orient pourraient être confrontés à des situations différentes de celles des Européens ou des Arabes.	As an example, American citizens in the Middle East could face situations different from those of Europeans or Arabs.
Advisories are merely a brief summary of the political situation in one country.	Les avis ne sont qu'un bref résumé de la situation politique d'un pays.	Les avis ne sont qu'un bref résumé de la situation politique d'un pays.	The opinions are only a brief summary of a country's political situation.
The views presented are often cursory, general and oversimplified compared to the more detailed information available elsewhere.	Les opinions présentées sont souvent superficielles, générales et trop simplifiées par rapport aux informations plus détaillées disponibles ailleurs.	Les vues présentées sont souvent superficielles, générales et sursimplifiées par rapport aux informations plus détaillées disponibles ailleurs.	The opinions presented are often superficial, general and too simplified compared to the more detailed information available elsewhere.
Severe weather is the generic term for any dangerous weather phenomenon with the potential to cause damage, serious social disruption, or loss of human life.	Le temps violent est le terme générique pour tout phénomène météorologique dangereux susceptible de causer des dommages, de graves bouleversements sociaux ou la perte de vies humaines.	Le temps violent est le terme générique pour désigner tout phénomène météorologique dangereux susceptible de causer des dommages, des perturbations sociales graves ou des pertes en vies humaines.	Violent weather is the generic term for any hazardous weather phenomenon that could cause damage, serious social upheaval or loss of human life.
Severe weather can occur anywhere in the world, and there are different types of it, which can depend on geography, topography, and atmospheric conditions.	Les conditions météorologiques très défavorables peuvent se produire n'importe où dans le monde, et elles peuvent être de plusieurs sortes, selon les caractéristiques géographiques, topographiques et atmosphériques.	Les temps violents peuvent se produire n'importe où dans le monde, et il existe différents types de temps, qui peuvent dépendre de la géographie, de la topographie et des conditions atmosphériques.	Very adverse weather conditions can occur anywhere in the world, and they can be of many kinds, depending on geographical, topographic and atmospheric characteristics.
