"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	"Abbiamo topi di quattro mesi che prima erano diabetici e ora non lo sono più", ha aggiunto.	"Ora abbiamo topi di 4 mesi che non sono diabetici che un tempo erano diabetici," ha aggiunto.	"We have four-month-old mice who were diabetics and now they are no longer diabetics," he added.
No matter how docile they may look, bison, elk, moose, bears, and nearly all large animals can attack.	Non importa quanto docili possano sembrare: bisonti, alci, cervi, orsi, praticamente tutti gli animali di grossa taglia possono attaccare.	Non importa quanto docili possano sembrare, bisonte, alce, alce, orsi, e quasi tutti i grandi animali possono attaccare.	No matter how docile they may seem: bison, elk, deer, bears, practically all large animals can attack.
Each year, dozens of visitors are injured because they didn't keep a proper distance. These animals are large, wild, and potentially dangerous, so give them their space.	Ogni anno, decine di visitatori subiscono ferite per non aver mantenuto una distanza adeguata. È necessario lasciare a questi animali uno spazio adeguato poiché si tratta di animali grandi, selvaggi e potenzialmente pericolosi.	Ogni anno, decine di visitatori sono feriti perché non hanno tenuto una giusta distanza. Questi animali sono grandi, selvatici, e potenzialmente pericolosi, quindi dare loro il loro spazio.	Every year, dozens of visitors suffer injuries for not keeping an adequate distance. It is necessary to leave these animals adequate space because they are large, wild and potentially dangerous animals.
In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.	Tenete inoltre presente che gli odori possono attirare gli orsi e gli altri animali selvatici, quindi evitate di portare con voi o di cucinare cibi con odori molto forti, e cercate di mantenere pulito l'accampamento.	Inoltre, essere consapevoli del fatto che gli odori attirano gli orsi e altri animali selvatici, in modo da evitare di trasportare o cucinare cibi odori e mantenere un campo pulito.	Also keep in mind that smells can attract bears and other wild animals, so avoid bringing with you or cooking food with very strong odors, and try to keep the camp clean.
Apia is the capital of Samoa. The town is on the island of Upolu and has a population of just under 40,000.	Apia è la capitale delle isole Samoa. È situata sull'isola di Upolu e la sua popolazione conta poco meno di 40.000 abitanti.	Apia è la capitale della Samoa. La città si trova sull'isola di Upolu e ha una popolazione di poco meno di 40.000 abitanti.	Apia is the capital of Samoa. It is located on the island of Upolu and its population has just under 40,000 inhabitants.
Apia was founded in the 1850s and has been the official capital of Samoa since 1959.	Apia fu fondata tra il 1850 e il 1860 ed è la capitale ufficiale delle Samoa dal 1959.	Apia è stata fondata nel 1850 ed è stata la capitale ufficiale di Samoa dal 1959.	Apia was founded between 1850 and 1860 and is the official capital of Samoa since 1959.
The harbor was the site of an infamous naval standoff in 1889 when seven ships from Germany, the US, and Britain refused to leave the harbor.	In questo porto si verificò lo stallo navale tristemente noto del 1889, in cui sette navi provenienti da Germania, Stati Uniti e Gran Bretagna si rifiutarono di abbandonare il porto.	Il porto fu sede di un famigerato stallo navale nel 1889 quando sette navi provenienti dalla Germania, dagli Stati Uniti e dalla Gran Bretagna si rifiutarono di lasciare il porto.	In this port there was the sadly known naval stalemate of 1889, in which seven ships from Germany, the United States and Great Britain refused to leave the port.
All the ships were sunk, except for one British cruiser. Nearly 200 American and German lives were lost.	Furono affondate tutte le navi, ad eccezione di un incrociatore britannico. Quasi 200 vite statunitensi e tedesche sono andate perdute.	Tutte le navi sono affondate, tranne un incrociatore britannico. Quasi 200 vite americane e tedesche sono state perse.	All ships were sunk, with the exception of a British cruiser. Almost 200 American and German lives were lost.
During the struggle for independence organised by the Mau movement, a peaceful gathering in the town resulted in the killing of the paramount chief Tupua Tamasese Lealofi III.	Nel corso della lotta per l'indipendenza organizzata dal movimento Mau, un raduno pacifico nella città ha portato all'uccisione di Tupua Tamasese Lealofi III, il capo supremo.	Durante la lotta per l'indipendenza organizzata dal movimento Mau, un incontro pacifico nella città ha portato all'uccisione del capo supremo Tupua Tamasese Lealofi III.	During the struggle for independence organized by the Mau movement, a peaceful rally in the city led to the killing of Tupua Tamasese Lealofi III, the supreme leader.
There are many beaches, due to Auckland's straddling of two harbours. The most popular ones are in three areas.	Sono presenti molte spiagge, dal momento che Auckland si trova tra due porti. Le più popolari sono suddivise su tre aree.	Ci sono molte spiagge, a causa di Auckland a cavallo di due porti. Le più popolari sono in tre aree.	There are many beaches, since Auckland is located between two ports. The most popular are divided into three areas.
North Shore beaches (in North Harbour district) are on the Pacific Ocean and stretch from Long Bay in the north to Devonport in the south.	Le spiagge affacciate sull'Oceano Pacifico della North Shore (nel distretto di North Harbour) si estendono da Long Bay a nord fino a Devonport a sud.	Le spiagge di North Shore (nel distretto di North Harbour) si trovano nell'Oceano Pacifico e si estendono da Long Bay a nord fino a Devonport a sud.	The beaches overlooking the Pacific Ocean of the North Shore (in North Harbour district) extend from Long Bay north to Devonport south.
They are almost all sandy beaches with safe swimming, and most have shade provided by pohutukawa trees.	Si tratta principalmente di spiagge sabbiose, sicure per il nuoto, e la maggior parte di esse gode dell'ombra degli alberi di pohutukawa.	Sono quasi tutte spiagge sabbiose con nuoto sicuro, e la maggior parte hanno ombra fornito da alberi di pohutukawa.	They are mainly sandy beaches, safe for swimming, and most of them enjoy the shade of the pohutukawa trees.
Tamaki Drive beaches are on the Waitemata Harbour, in the upmarket suburbs of Mission Bay and St Heliers in Central Auckland.	Le spiagge di Tamaki Drive a Auckland Central, negli eleganti sobborghi di Mission Bay e St Heliers, si affacciano sul porto di Waitemata.	Le spiagge di Tamaki Drive si trovano sul porto di Waitemata, nella periferia di Mission Bay e St Heliers nel centro di Auckland.	The beaches of Tamaki Drive in Auckland Central, in the elegant suburbs of Mission Bay and St Heliers, overlook the port of Waitemata.
These are sometimes-crowded family beaches with a good range of shops lining the shore. Swimming is safe.	Si tratta di spiagge adatte alle famiglie a volte un po' affollate, circondate da un'ampia scelta di negozi. Si può fare il bagno in modo sicuro.	Queste sono a volte affollate spiagge familiari con una buona gamma di negozi lungo la riva. Nuoto è sicuro.	They are beaches suitable for families sometimes a bit crowded, surrounded by a wide selection of shops. You can swim safely.
The main local beer is 'Number One', it is not a complex beer, but pleasant and refreshing. The other local beer is called "Manta".	La birra locale più conosciuta è una birra non complessa, piacevole e rinfrescante chiamata "Number One". L'altra birra locale si chiama "Manta".	La birra locale principale è 'Numero Uno', non è una birra complessa, ma piacevole e rinfrescante. L'altra birra locale si chiama "Manta."	The best known local beer is a non-complex, pleasant and refreshing beer called "Number One." The other local beer is called "Manta."
There are many French wines to be had, but the New Zealand and Australian wines might travel better.	Si possono avere molti vini francesi, ma quelli australiani e neozelandesi potrebbero affrontare meglio il viaggio.	Ci sono molti vini francesi da bere, ma la Nuova Zelanda e i vini australiani potrebbero viaggiare meglio.	You can have many French wines, but Australian and New Zealand wines could better face the trip.
The local tap water is perfectly safe to drink, but bottled water is easy to find if you are fearful.	L'acqua del rubinetto del posto è totalmente sicura da bere, ma se si ha timore, l'acqua imbottigliata è semplice da trovare.	L'acqua locale del rubinetto è perfettamente sicura da bere, ma l'acqua in bottiglia è facile da trovare se si è timorosi.	The local tap water is totally safe to drink, but if you are afraid, bottled water is easy to find.
For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk.	Secondo gli australiani, il caffè 'flat white' nasce da un'idea straniera. L''espresso' è il caffè corto nero, il cappuccino è ricoperto di panna (non schiuma) e il tè è servito senza latte.	Per gli australiani, l'idea del caffè "bianco piatto" è straniera. Un nero corto è espresso, il cappuccino viene ammucchiato di crema (non di schiuma), e il tè viene servito senza latte.	According to Australians, the 'flat white' coffee comes from a foreign idea. The espresso is the short black coffee, the cappuccino is covered with cream (not foam) and the tea is served without milk.
